Date,Player_Name,Team,Opponent,Runs,Balls_Faced,Fours,Sixes,Wickets,Economy_Rate,Match_Result,Match_Type,Player_Impact_Score,Strike_Rate,Catches,Target_Score
2021-03-26,Jos Buttler,Australia,Bangladesh,11,117,1,1,4,8.24,Win,Test,74.02,9.4,2,181
2021-08-09,Joe Root,Bangladesh,Pakistan,191,7,17,13,3,9.38,Tie,ODI,209.74,2728.57,4,213
2020-09-05,Virat Kohli,Sri Lanka,South Africa,60,146,3,8,0,7.24,Tie,T20,45.52,41.1,0,163
2020-07-05,Babar Azam,South Africa,England,45,51,0,5,4,8.61,Win,T20,100.28,88.24,2,298
2020-08-06,Joe Root,England,New Zealand,195,43,37,28,3,3.81,Loss,ODI,307.88,453.49,4,338
2024-10-11,Jos Buttler,Australia,England,160,79,6,7,5,3.44,Loss,T20,206.12,202.53,3,335
2023-06-03,Virat Kohli,New Zealand,England,78,134,1,11,1,5.44,Win,T20,83.12,58.21,3,280
2021-02-09,Rohit Sharma,Sri Lanka,Pakistan,200,19,15,30,0,8.9,Loss,ODI,202.2,1052.63,2,307
2021-07-08,David Warner,Sri Lanka,Pakistan,120,135,1,11,2,7.28,Loss,T20,120.44,88.89,0,287
2022-10-15,Babar Azam,Australia,South Africa,88,89,5,9,4,8.17,Tie,Test,144.66,98.88,0,137
2021-04-17,David Warner,Australia,Bangladesh,180,120,27,4,4,5.05,Loss,T20,225.9,150,4,339
2022-09-03,Kane Williamson,South Africa,England,85,2,11,13,4,6.84,Tie,Test,169.82,4250,3,225
2025-03-12,Rohit Sharma,Pakistan,South Africa,179,55,1,2,0,8.32,Loss,ODI,80.86,325.45,1,246
2020-06-07,Jos Buttler,Pakistan,South Africa,35,73,0,5,3,5.99,Win,Test,80.52,47.95,4,201
2024-08-15,Rohit Sharma,Sri Lanka,New Zealand,32,133,8,5,0,7.73,Loss,Test,31.54,24.06,3,334
2020-07-26,Babar Azam,New Zealand,India,159,107,27,11,1,3.86,Loss,ODI,178.78,148.6,3,206
2023-01-23,Rohit Sharma,England,South Africa,37,82,7,6,3,9.37,Tie,ODI,91.76,45.12,3,249
2021-10-19,Jos Buttler,England,Bangladesh,27,86,6,0,1,4.51,Win,Test,36.48,31.4,4,265
2020-06-02,Babar Azam,South Africa,England,52,109,6,1,4,5.17,Tie,Test,110.66,47.71,0,130
2025-04-05,Jos Buttler,Australia,Pakistan,80,21,17,5,4,3.44,Loss,ODI,162.12,380.95,1,134
2021-03-09,Babar Azam,New Zealand,England,168,113,37,16,0,4.21,Loss,T20,197.58,148.67,1,178
2024-07-20,Babar Azam,Bangladesh,Pakistan,52,22,9,6,4,6.37,Win,Test,129.26,236.36,1,256
2020-02-28,Steve Smith,Pakistan,New Zealand,131,138,25,1,0,6.37,Tie,Test,105.76,94.93,1,240
2022-06-29,Rohit Sharma,New Zealand,Sri Lanka,179,17,5,9,1,3.23,Loss,Test,140.04,1052.94,4,282
2024-02-17,Kane Williamson,Bangladesh,England,28,32,0,4,4,9.49,Loss,Test,87.02,87.5,1,183
2024-06-21,Jos Buttler,Australia,Bangladesh,31,93,4,3,2,3.88,Win,T20,64.74,33.33,3,305
2023-05-02,Rohit Sharma,England,Pakistan,104,4,8,8,3,5.92,Tie,Test,140.16,2600,2,302
2025-03-26,David Warner,Australia,India,119,14,3,1,3,7.12,Tie,ODI,114.26,850,4,189
2022-01-01,David Warner,Pakistan,South Africa,134,24,15,18,0,5.67,Win,ODI,139.66,558.33,3,305
2023-08-29,Kane Williamson,New Zealand,Australia,87,40,1,9,2,7.85,Tie,ODI,96.8,217.5,4,143
2024-04-07,Virat Kohli,England,Bangladesh,179,111,11,25,3,4.7,Loss,ODI,237.1,161.26,4,236
2021-04-17,Jos Buttler,Pakistan,India,135,98,7,8,1,9.26,Win,T20,106.98,137.76,3,126
2020-03-18,David Warner,Sri Lanka,Australia,181,29,5,21,1,6.16,Loss,ODI,171.18,624.14,4,343
2024-01-23,Jos Buttler,Sri Lanka,Australia,191,69,29,2,2,8.28,Win,ODI,182.94,276.81,0,333
2024-09-27,Virat Kohli,Bangladesh,Sri Lanka,41,6,3,1,3,6.85,Loss,ODI,75.8,683.33,2,285
2023-12-17,David Warner,New Zealand,Australia,195,55,33,8,2,7.54,Loss,Test,212.42,354.55,2,206
2023-03-08,Steve Smith,Pakistan,England,179,70,27,9,2,5.46,Win,ODI,199.58,255.71,4,233
2020-06-11,Jos Buttler,New Zealand,India,64,65,10,7,3,9.7,Tie,ODI,113.6,98.46,1,301
2022-01-18,Kane Williamson,Sri Lanka,South Africa,61,81,8,3,4,9.07,Tie,ODI,117.36,75.31,3,317
2024-08-04,Joe Root,India,New Zealand,50,44,9,6,4,9.19,Loss,ODI,122.62,113.64,0,328
2021-08-06,Steve Smith,Australia,England,26,40,4,4,3,5.3,Loss,Test,82.4,65,0,232
2021-10-04,Virat Kohli,India,England,24,115,5,4,2,3.03,Loss,ODI,67.94,20.87,2,143
2021-11-22,Rohit Sharma,New Zealand,Sri Lanka,122,87,26,13,0,6.74,Tie,Test,138.52,140.23,2,137
2025-04-10,Kane Williamson,New Zealand,England,14,57,1,2,5,5.33,Win,Test,104.34,24.56,1,374
2022-01-22,Joe Root,India,England,167,104,36,17,2,4.23,Win,T20,238.04,160.58,1,326
2023-02-13,Babar Azam,India,New Zealand,164,135,8,2,5,6.27,Tie,T20,191.46,121.48,4,182
2021-04-06,Jos Buttler,New Zealand,South Africa,120,114,27,4,0,9.45,Win,ODI,107.1,105.26,4,173
2021-01-15,Virat Kohli,England,South Africa,196,35,35,23,2,4.39,Win,Test,268.22,560,1,374
2023-06-15,Kane Williamson,Bangladesh,Sri Lanka,19,108,3,2,1,6.26,Loss,T20,28.98,17.59,3,123
2021-06-22,Babar Azam,Sri Lanka,Pakistan,190,24,46,13,2,7.56,Loss,T20,250.88,791.67,0,229
2020-11-28,Virat Kohli,Sri Lanka,Pakistan,153,86,10,15,5,5.61,Tie,Test,230.28,177.91,0,238
2021-10-26,David Warner,Australia,Pakistan,107,32,24,1,1,7.34,Win,T20,109.82,334.38,0,173
2023-12-13,Steve Smith,India,Bangladesh,47,10,4,7,3,5.92,Tie,ODI,100.66,470,2,205
2025-05-17,Babar Azam,Pakistan,England,132,50,15,21,3,8.09,Win,T20,202.82,264,1,223
2020-04-10,Virat Kohli,Bangladesh,South Africa,115,89,28,13,1,9.78,Win,ODI,152.94,129.21,0,328
2024-06-12,Kane Williamson,Australia,New Zealand,59,136,3,3,5,4.41,Loss,T20,135.68,43.38,2,373
2023-09-30,Joe Root,Australia,Bangladesh,78,68,14,6,5,9.77,Loss,ODI,165.46,114.71,3,386
2024-04-28,Kane Williamson,South Africa,Australia,183,129,4,4,0,9.04,Win,ODI,93.42,141.86,1,350
2025-06-10,Virat Kohli,South Africa,New Zealand,41,107,5,6,0,8.01,Loss,T20,32.48,38.32,2,349
2023-03-19,Joe Root,New Zealand,South Africa,111,73,22,5,0,6.53,Win,T20,101.44,152.05,0,192
2020-09-11,David Warner,Australia,South Africa,135,47,21,15,3,9.86,Win,T20,194.78,287.23,4,196
2021-12-05,Rohit Sharma,Pakistan,Sri Lanka,179,39,12,26,3,7.98,Win,Test,235.54,458.97,2,304
2022-09-15,Jos Buttler,India,Australia,8,83,2,1,3,7.53,Tie,Test,55.94,9.64,1,165
2021-11-09,Steve Smith,England,Bangladesh,95,2,12,1,0,5.38,Win,Test,63.74,4750,1,170
2022-09-17,Virat Kohli,Sri Lanka,India,123,98,3,1,5,3.15,Win,Test,164.2,125.51,0,373
2023-03-15,Virat Kohli,Sri Lanka,Pakistan,37,41,0,1,0,3.31,Tie,ODI,14.88,90.24,0,268
2025-03-18,Babar Azam,New Zealand,India,165,46,39,25,5,6.98,Win,T20,321.54,358.7,4,285
2021-01-22,Babar Azam,India,South Africa,4,144,1,0,3,3.57,Tie,T20,56.86,2.78,1,319
2022-11-20,Jos Buttler,Bangladesh,England,16,113,3,0,4,8.88,Win,ODI,76.24,14.16,4,397
2020-08-10,Kane Williamson,New Zealand,Pakistan,57,102,5,7,3,6.17,Win,ODI,107.16,55.88,0,166
2024-03-27,David Warner,Australia,Pakistan,16,83,2,1,0,6.71,Win,ODI,1.58,19.28,0,294
2023-06-13,Babar Azam,Australia,New Zealand,60,33,2,2,2,4.46,Tie,Test,71.08,181.82,2,279
2020-05-12,Babar Azam,Sri Lanka,Australia,140,120,2,22,5,9.6,Tie,ODI,220.8,116.67,1,134
2023-07-23,Virat Kohli,New Zealand,England,68,111,10,8,5,3.5,Loss,T20,171,61.26,3,269
2021-07-16,Kane Williamson,Pakistan,South Africa,45,2,4,0,2,6.67,Win,ODI,57.16,2250,0,233
2022-12-03,Joe Root,South Africa,Sri Lanka,183,78,16,28,0,4.27,Loss,T20,198.96,234.62,0,356
2022-08-15,Babar Azam,New Zealand,England,197,87,17,18,1,4.88,Tie,ODI,196.74,226.44,4,229
2024-10-03,Joe Root,South Africa,India,154,106,7,1,1,8.77,Tie,T20,96.46,145.28,0,185
2022-08-28,Jos Buttler,Sri Lanka,Bangladesh,169,73,18,17,0,6.37,Tie,Test,158.76,231.51,2,227
2023-05-05,Kane Williamson,England,New Zealand,116,31,27,8,4,8.69,Loss,Test,198.62,374.19,1,203
2021-04-04,David Warner,England,Australia,75,94,5,3,1,9.87,Win,T20,56.76,79.79,0,341
2020-09-27,Joe Root,England,South Africa,160,16,6,4,5,7.95,Tie,T20,188.1,1000,0,181
2022-12-23,Joe Root,India,Australia,106,81,8,6,5,9.2,Win,Test,168.6,130.86,2,166
2020-05-12,Jos Buttler,Bangladesh,England,38,124,5,1,2,7.31,Win,T20,57.38,30.65,3,372
2022-02-24,Babar Azam,Bangladesh,Pakistan,148,24,31,4,2,4.04,Tie,T20,179.92,616.67,0,380
2021-03-26,Steve Smith,South Africa,England,95,79,14,15,0,7.6,Loss,Test,105.3,120.25,4,129
2020-06-30,Rohit Sharma,Bangladesh,Australia,10,29,2,1,5,7.36,Win,T20,97.28,34.48,3,251
2020-03-30,Rohit Sharma,India,Sri Lanka,176,41,1,6,3,5.57,Loss,T20,156.86,429.27,2,243
2022-04-05,Virat Kohli,Australia,New Zealand,171,49,25,21,0,4.51,Loss,Test,189.48,348.98,3,181
2022-08-01,Steve Smith,Pakistan,England,184,82,8,19,1,9.38,Win,T20,166.24,224.39,4,296
2024-10-09,Steve Smith,Bangladesh,New Zealand,112,113,25,5,1,7.76,Win,T20,125.48,99.12,3,158
2025-02-05,Virat Kohli,India,Pakistan,116,66,14,1,2,8.35,Win,T20,112.3,175.76,4,256
2022-02-28,Kane Williamson,New Zealand,England,6,105,0,1,5,4.69,Loss,Test,96.62,5.71,3,210
2021-02-13,Rohit Sharma,Australia,South Africa,62,23,4,6,1,7.51,Tie,T20,61.98,269.57,3,246
2025-04-24,David Warner,Australia,Bangladesh,126,51,30,9,1,6.9,Win,T20,156.2,247.06,4,359
2023-07-16,Rohit Sharma,New Zealand,Bangladesh,76,113,4,0,1,7.66,Win,T20,50.68,67.26,1,265
2021-02-05,Joe Root,India,Australia,59,20,4,0,1,5.5,Win,ODI,46.5,295,2,229
2022-03-17,Kane Williamson,Sri Lanka,Australia,112,29,6,3,2,7.01,Win,Test,102.98,386.21,4,178
2024-06-24,Babar Azam,New Zealand,England,157,142,34,7,4,8.09,Loss,Test,231.32,110.56,1,258
2020-02-13,Babar Azam,Bangladesh,India,29,129,5,0,0,9.02,Tie,Test,6.46,22.48,0,133
2023-03-12,Jos Buttler,Pakistan,New Zealand,130,78,27,5,0,9.08,Loss,ODI,115.84,166.67,1,140
2023-07-24,Jos Buttler,Bangladesh,Pakistan,20,116,2,3,5,8.38,Loss,T20,106.24,17.24,4,163
2021-08-06,Joe Root,Bangladesh,England,80,57,6,13,4,3.1,Loss,Test,164.8,140.35,3,318
2020-03-23,David Warner,England,New Zealand,186,123,31,28,5,8.29,Win,Test,322.42,151.22,2,201
2022-03-14,Steve Smith,India,Sri Lanka,58,122,11,2,2,9.7,Tie,Test,77.6,47.54,0,327
2024-01-31,Virat Kohli,South Africa,England,21,78,0,0,1,6.73,Win,Test,17.04,26.92,4,211
2023-09-14,David Warner,New Zealand,England,89,66,16,5,4,9.09,Win,T20,153.32,134.85,1,307
2023-09-15,Kane Williamson,Bangladesh,Sri Lanka,8,17,2,0,3,7.5,Win,T20,53,47.06,2,213
2024-07-25,Jos Buttler,New Zealand,Sri Lanka,11,91,1,0,1,3.88,Win,ODI,19.74,12.09,2,316
2023-11-21,Joe Root,India,Bangladesh,134,15,15,14,5,8.25,Loss,T20,222.5,893.33,1,253
2021-06-05,David Warner,Sri Lanka,Australia,186,10,2,9,2,4.37,Win,ODI,155.26,1860,4,138
2020-05-23,Joe Root,England,Bangladesh,118,1,22,12,2,3.21,Win,ODI,172.58,11800,2,223
2024-11-30,Virat Kohli,Bangladesh,Sri Lanka,61,130,10,1,4,8.02,Tie,Test,117.46,46.92,2,135
2024-12-10,David Warner,England,Sri Lanka,178,100,6,8,2,3.39,Tie,T20,158.22,178,4,376
2024-11-08,Rohit Sharma,Australia,Pakistan,134,111,32,15,5,3.59,Loss,ODI,268.82,120.72,2,299
2021-06-07,Babar Azam,England,Sri Lanka,93,100,9,8,0,5.78,Loss,ODI,76.94,93,3,213
2021-06-21,Joe Root,South Africa,England,86,51,17,8,1,8.74,Loss,ODI,103.52,168.63,4,319
2024-01-15,Joe Root,England,Australia,155,44,9,7,3,4.08,Loss,T20,168.34,352.27,0,285
2024-04-27,Joe Root,Pakistan,Bangladesh,95,93,0,3,0,4.85,Tie,T20,46.8,102.15,4,123
2023-03-13,Jos Buttler,New Zealand,Sri Lanka,76,87,8,1,3,6.58,Tie,Test,103.84,87.36,1,193
2024-10-13,Rohit Sharma,Sri Lanka,Bangladesh,126,33,21,3,0,8.52,Loss,T20,96.96,381.82,4,164
2022-10-17,Jos Buttler,Pakistan,Australia,137,66,8,10,0,9.29,Tie,Test,95.92,207.58,4,342
2024-09-26,Steve Smith,India,England,39,90,5,2,5,7.28,Loss,T20,120.94,43.33,4,239
2021-04-12,Rohit Sharma,Bangladesh,New Zealand,119,116,5,3,5,8.77,Loss,ODI,160.96,102.59,1,276
2021-08-25,Rohit Sharma,Australia,South Africa,192,34,38,24,3,5.93,Tie,ODI,292.14,564.71,1,213
2021-11-06,Virat Kohli,Sri Lanka,England,153,21,6,9,2,6.62,Win,ODI,142.26,728.57,0,212
2023-02-03,Kane Williamson,Sri Lanka,Pakistan,27,105,1,2,2,4.94,Tie,T20,51.62,25.71,0,342
2024-07-25,Babar Azam,South Africa,Bangladesh,162,32,18,14,3,9.7,Tie,T20,199.6,506.25,4,262
2020-05-31,Kane Williamson,India,New Zealand,8,133,1,0,1,3.99,Win,T20,18.02,6.02,0,235
2021-09-20,Rohit Sharma,India,South Africa,159,122,29,10,2,6.08,Loss,ODI,195.34,130.33,4,231
2020-08-17,Jos Buttler,India,England,22,140,5,2,0,9.71,Loss,ODI,7.58,15.71,2,223
2020-01-03,Joe Root,Bangladesh,Pakistan,155,5,27,15,5,9.29,Loss,T20,257.92,3100,1,337
2024-09-21,Babar Azam,England,Australia,182,131,41,14,2,7.37,Win,Test,240.26,138.93,3,152
2025-02-07,Steve Smith,India,Bangladesh,151,77,35,23,0,7.18,Tie,ODI,200.14,196.1,2,318
2024-09-29,Jos Buttler,Bangladesh,South Africa,9,113,0,1,3,4.38,Loss,T20,58.74,7.96,4,138
2022-01-10,Steve Smith,India,Sri Lanka,65,130,12,8,4,8.91,Win,T20,142.68,50,1,399
2021-10-29,Rohit Sharma,Australia,South Africa,181,72,4,6,1,5.02,Loss,T20,126.46,251.39,2,329
2022-09-26,Babar Azam,New Zealand,India,113,93,11,2,3,5.86,Loss,Test,132.78,121.51,2,207
2024-04-13,Kane Williamson,Sri Lanka,Australia,142,146,11,19,5,5.17,Loss,Test,239.66,97.26,1,391
2024-05-30,Kane Williamson,Sri Lanka,Pakistan,67,12,9,8,1,5.5,Win,Test,84.5,558.33,3,330
2022-01-26,Virat Kohli,South Africa,Pakistan,43,95,0,6,0,3.59,Loss,ODI,32.32,45.26,4,131
2020-07-21,David Warner,Pakistan,South Africa,166,83,26,11,1,8.24,Tie,T20,171.52,200,4,138
2020-05-06,Kane Williamson,Sri Lanka,South Africa,59,41,11,2,5,4.5,Win,T20,148.5,143.9,2,389
2022-11-06,Jos Buttler,South Africa,New Zealand,34,139,7,0,4,6.55,Tie,Test,97.9,24.46,0,143
2021-08-06,David Warner,Bangladesh,England,123,107,17,3,2,4.65,Win,Test,135.2,114.95,0,275
2025-02-15,Babar Azam,Pakistan,South Africa,183,91,32,15,0,6.82,Loss,ODI,186.86,201.1,3,319
2023-06-24,Rohit Sharma,Sri Lanka,South Africa,149,3,15,9,5,9.38,Win,T20,212.74,4966.67,1,235
2023-08-14,Babar Azam,Pakistan,India,182,36,1,30,3,5.63,Win,ODI,231.74,505.56,3,120
2020-06-11,Rohit Sharma,Bangladesh,Pakistan,196,44,35,20,0,9.93,Loss,Test,208.14,445.45,4,346
2024-03-15,Kane Williamson,New Zealand,India,0,69,0,0,4,7.18,Loss,Test,65.64,0,3,350
2020-09-09,Virat Kohli,Bangladesh,Sri Lanka,170,6,13,17,3,6.09,Win,Test,209.82,2833.33,4,293
2025-04-20,Joe Root,Australia,England,103,6,2,4,1,4.19,Win,ODI,79.12,1716.67,0,395
2023-08-24,Babar Azam,Sri Lanka,New Zealand,10,123,1,0,0,3.92,Loss,T20,-0.84,8.13,1,167
2020-05-12,David Warner,Bangladesh,New Zealand,61,79,10,7,2,3.79,Tie,T20,103.92,77.22,3,217
2021-01-02,Jos Buttler,Bangladesh,New Zealand,71,42,6,2,4,6.71,Tie,T20,120.08,169.05,2,355
2025-05-28,Steve Smith,India,Australia,173,65,31,26,2,6.78,Loss,Test,252.94,266.15,3,302
2024-12-07,Virat Kohli,Bangladesh,Sri Lanka,177,98,40,2,1,8.44,Win,ODI,177.62,180.61,4,395
2021-07-26,Steve Smith,Sri Lanka,Pakistan,112,69,3,9,4,5.83,Win,T20,157.34,162.32,3,380
2025-06-11,Steve Smith,New Zealand,Pakistan,9,95,0,0,1,9.63,Tie,Test,5.24,9.47,1,268
2024-07-29,Joe Root,Bangladesh,Pakistan,9,139,1,1,4,5.77,Loss,ODI,77.96,6.47,3,194
2021-10-19,Rohit Sharma,New Zealand,South Africa,112,121,7,4,2,5.67,Loss,Test,110.66,92.56,3,128
2024-02-21,David Warner,Pakistan,New Zealand,100,75,19,10,4,7.71,Loss,ODI,182.58,133.33,3,290
2022-10-19,Steve Smith,South Africa,New Zealand,30,21,1,2,5,9.1,Win,Test,104.8,142.86,0,301
2025-03-15,Virat Kohli,South Africa,Sri Lanka,127,141,6,12,0,8.32,Win,ODI,94.86,90.07,2,137
2020-09-16,Joe Root,Pakistan,South Africa,73,140,8,1,3,5.35,Loss,Test,104.8,52.14,0,312
2020-04-12,Rohit Sharma,South Africa,England,181,108,11,14,1,3.06,Loss,Test,168.38,167.59,0,364
2021-11-06,David Warner,Sri Lanka,England,13,116,2,0,0,6.45,Loss,T20,-2.4,11.21,0,255
2024-08-01,Kane Williamson,South Africa,India,27,94,4,0,2,4.49,Win,ODI,52.52,28.72,4,153
2021-09-19,David Warner,Australia,New Zealand,77,133,16,12,0,6.47,Loss,T20,93.56,57.89,1,221
2020-08-18,David Warner,England,Sri Lanka,113,149,26,8,2,7.11,Win,ODI,158.28,75.84,1,376
2024-10-07,Jos Buttler,Australia,Bangladesh,130,19,25,13,2,5.3,Tie,T20,183.4,684.21,3,226
2020-09-30,Babar Azam,South Africa,Australia,24,3,2,3,3,3.45,Win,ODI,78.1,800,0,264
2023-10-14,David Warner,New Zealand,South Africa,8,147,0,0,4,3.85,Win,T20,76.3,5.44,4,331
2024-12-11,Jos Buttler,Sri Lanka,New Zealand,143,57,2,14,0,3.11,Win,T20,111.28,250.88,0,230
2024-08-26,Kane Williamson,Sri Lanka,Australia,135,66,28,2,4,9.26,Win,T20,190.98,204.55,2,154
2020-09-18,Joe Root,New Zealand,Pakistan,171,82,19,28,0,6.38,Loss,ODI,194.74,208.54,1,224
2020-01-23,Joe Root,Australia,Pakistan,180,42,16,16,0,5.95,Loss,T20,158.1,428.57,4,343
2021-01-02,Joe Root,South Africa,Bangladesh,26,100,2,0,3,6.85,Loss,T20,63.3,26,2,149
2023-04-02,Steve Smith,India,Bangladesh,184,93,17,8,5,3.58,Win,ODI,242.84,197.85,2,146
2023-02-23,Rohit Sharma,Pakistan,India,180,83,24,16,1,9.37,Win,ODI,187.26,216.87,0,269
2020-11-04,Kane Williamson,England,South Africa,41,3,6,4,2,5.84,Loss,Test,72.82,1366.67,1,151
2020-06-13,Joe Root,Sri Lanka,New Zealand,11,38,1,1,1,7.19,Win,ODI,16.12,28.95,4,246
2022-10-24,Babar Azam,Pakistan,South Africa,57,101,7,4,0,5.44,Win,Test,43.62,56.44,1,146
2020-06-05,Kane Williamson,South Africa,England,174,99,18,29,1,9.68,Win,Test,210.64,175.76,4,392
2023-05-20,Steve Smith,India,Australia,194,56,37,10,1,8.57,Loss,Test,203.86,346.43,2,147
2020-08-29,Joe Root,New Zealand,South Africa,33,64,8,5,0,9.02,Tie,T20,29.46,51.56,2,161
2024-01-12,Steve Smith,Sri Lanka,England,126,80,24,12,3,7.64,Win,ODI,191.72,157.5,4,361
2024-04-13,Steve Smith,India,England,20,30,2,3,1,4.88,Tie,Test,33.24,66.67,2,324
2024-05-19,Rohit Sharma,England,Bangladesh,114,63,5,9,2,8.16,Tie,ODI,117.68,180.95,2,172
2024-07-27,Babar Azam,New Zealand,Australia,56,58,3,9,3,5.52,Loss,T20,109.96,96.55,3,379
2021-03-07,Steve Smith,England,Pakistan,126,145,4,9,4,6.24,Loss,ODI,165.52,86.9,0,167
2024-12-04,David Warner,South Africa,Australia,164,113,40,18,1,9.32,Tie,ODI,217.36,145.13,0,243
2023-02-21,Rohit Sharma,Australia,India,6,79,1,0,2,9.34,Win,ODI,26.32,7.59,0,343
2020-12-22,Rohit Sharma,New Zealand,South Africa,111,109,15,14,0,5.16,Loss,T20,117.18,101.83,2,258
2021-05-09,Rohit Sharma,England,Australia,173,93,9,6,1,3.68,Loss,ODI,135.14,186.02,2,129
2023-12-04,David Warner,England,India,90,39,2,7,4,9,Win,T20,132,230.77,0,378
2025-06-23,Joe Root,Australia,India,171,38,12,2,3,7.3,Loss,ODI,160.9,450,1,224
2024-05-12,Joe Root,South Africa,Bangladesh,93,14,17,13,2,3.17,Win,ODI,153.16,664.29,4,243
2025-01-13,Jos Buttler,India,Bangladesh,89,23,6,3,5,6.71,Loss,T20,152.08,386.96,4,336
2025-01-28,Joe Root,India,England,157,135,11,23,3,5.06,Tie,ODI,219.38,116.3,3,237
2022-05-09,Kane Williamson,Pakistan,New Zealand,93,121,19,4,5,5.8,Loss,ODI,184.9,76.86,3,142
2023-02-05,Rohit Sharma,India,New Zealand,85,74,10,1,3,7.54,Loss,Test,110.42,114.86,0,347
2021-12-04,Babar Azam,South Africa,India,60,82,1,10,5,8.39,Win,ODI,145.22,73.17,2,327
2024-08-09,David Warner,New Zealand,South Africa,71,15,1,2,1,5.05,Tie,Test,53.4,473.33,0,183
2022-10-25,Kane Williamson,Bangladesh,New Zealand,180,3,2,1,3,7.24,Tie,Test,142.52,6000,3,157
2024-04-12,Steve Smith,New Zealand,Bangladesh,52,81,6,4,1,9.95,Tie,Test,50.1,64.2,1,291
2022-04-29,Steve Smith,South Africa,Australia,103,88,10,5,5,3.75,Win,Test,179,117.05,0,280
2023-12-09,David Warner,Bangladesh,Sri Lanka,34,116,5,3,5,7.27,Loss,Test,121.46,29.31,0,380
2022-04-26,Jos Buttler,Sri Lanka,South Africa,84,126,3,12,2,4.22,Tie,ODI,115.56,66.67,1,221
2024-07-08,Virat Kohli,India,Sri Lanka,164,135,22,23,3,5.54,Loss,Test,243.92,121.48,1,347
2022-01-30,Kane Williamson,Sri Lanka,Australia,194,89,11,28,2,6.09,Loss,T20,230.82,217.98,0,191
2024-10-26,Babar Azam,South Africa,New Zealand,21,75,4,3,5,4.76,Tie,ODI,117.98,28,2,121
2023-04-28,Rohit Sharma,New Zealand,India,166,46,0,22,0,8.38,Win,ODI,132.24,360.87,4,392
2023-12-09,Jos Buttler,India,South Africa,77,17,1,4,2,6.33,Tie,ODI,79.84,452.94,3,280
2022-07-09,Joe Root,India,Bangladesh,188,15,42,20,2,9.82,Win,ODI,258.36,1253.33,2,225
2020-01-28,Babar Azam,Australia,England,19,120,1,1,0,5.34,Loss,Test,3.82,15.83,3,241
2022-01-23,Joe Root,Bangladesh,South Africa,143,106,24,3,1,8.58,Tie,Test,131.34,134.91,1,214
2020-12-17,Jos Buttler,Sri Lanka,India,156,119,10,13,3,7.18,Tie,ODI,182.64,131.09,3,267
2020-03-24,David Warner,New Zealand,India,129,58,18,8,0,3.54,Win,T20,117.42,222.41,3,311
2020-10-09,Joe Root,Pakistan,India,189,117,44,14,5,3.42,Win,ODI,317.66,161.54,0,396
2021-10-11,Babar Azam,Pakistan,England,69,72,9,10,1,3.51,Win,T20,95.48,95.83,4,242
2021-01-13,Babar Azam,New Zealand,South Africa,192,142,30,0,1,8.85,Tie,ODI,158.3,135.21,2,335
2021-03-06,Rohit Sharma,Pakistan,England,166,1,31,24,4,5.54,Win,Test,285.92,16600,3,299
2023-08-18,Babar Azam,Bangladesh,South Africa,120,87,19,8,1,5.59,Tie,Test,130.82,137.93,1,385
2025-06-11,Rohit Sharma,Sri Lanka,England,172,126,10,1,5,6.09,Win,ODI,196.82,136.51,4,329
2021-12-06,Joe Root,Pakistan,Australia,49,40,11,1,3,3.58,Loss,Test,102.34,122.5,3,282
2023-08-07,Jos Buttler,New Zealand,Sri Lanka,126,1,18,5,1,4.42,Tie,ODI,125.16,12600,0,341
2023-05-28,Virat Kohli,India,Australia,137,142,3,17,3,8.52,Win,ODI,168.46,96.48,3,231
2023-02-22,Steve Smith,South Africa,India,68,41,0,11,3,6.89,Loss,Test,113.22,165.85,3,330
2024-03-28,Steve Smith,England,India,136,26,11,18,0,3.62,Win,T20,136.76,523.08,3,386
2023-08-05,Jos Buttler,New Zealand,South Africa,194,115,24,19,1,8.86,Win,Test,204.28,168.7,4,384
2023-05-11,Steve Smith,Bangladesh,New Zealand,21,88,0,3,1,4.95,Tie,T20,29.6,23.86,2,134
2025-03-14,Rohit Sharma,India,Bangladesh,194,46,46,1,5,7.07,Win,ODI,277.86,421.74,0,400
2021-07-14,Virat Kohli,Bangladesh,Sri Lanka,67,72,14,3,5,3.86,Loss,T20,162.78,93.06,1,348
2020-06-09,Jos Buttler,India,New Zealand,72,38,13,2,0,4.96,Win,ODI,58.08,189.47,1,195
2023-01-10,Kane Williamson,South Africa,Bangladesh,73,30,10,7,0,3.4,Win,Test,70.7,243.33,2,333
2025-02-19,Steve Smith,India,Sri Lanka,85,5,10,9,5,7.4,Win,Test,174.7,1700,1,269
2023-03-08,Jos Buttler,Bangladesh,India,192,57,2,18,5,7.83,Win,ODI,238.34,336.84,1,381
2021-03-06,Virat Kohli,Bangladesh,New Zealand,193,64,5,16,1,4.49,Loss,T20,165.52,301.56,3,123
2021-01-12,Kane Williamson,South Africa,Sri Lanka,154,150,24,3,5,9.98,Win,ODI,214.04,102.67,4,307
2023-02-06,Joe Root,Pakistan,India,84,108,16,9,2,5.99,Loss,Test,129.02,77.78,1,236
2023-10-01,David Warner,Australia,England,73,28,7,11,5,3.76,Win,T20,175.98,260.71,1,181
2024-02-16,Rohit Sharma,South Africa,New Zealand,167,144,1,7,1,4.74,Win,T20,117.02,115.97,4,207
